ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude,EC_calib,CAL_TYPE,ModelFile,MdlStep,version__origin__name,version__version,station_id,drainage_area,lon_provided,lat_provided,drainage_area_provided,to_calibrate,valid_for_origin,legend,comments
2619,6972750,SUMSKIY POSAD,1062,RU,35.41,64.25,,1990,SUMA (TRIB. WHITE SEA),"Teno-, Naatamo- and Paatsjoki (Finnish part)",Teno,-,1888.9,35.40833,64.25833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2619,,,,,,,
2620,6972801,PUTKINSKAYA GES,1062,RU,34.62,64.95,,28700,KEM (TRIB. WHITE SEA),"Kem, below Kepa",Kem,-,28607.2,34.60833,64.94167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2620,,,,,,,
2621,6972815,KEM,1062,RU,34.56,64.95,,2860,KEM (TRIB. YENISEI),"Kem, below Kepa",Kem,-,28598.4,34.55833,64.94167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2621,,,,,,,
2622,6972820,SHUYERETSKOYE,1062,RU,34.75,64.71,,934,SHUYA,"Teno-, Naatamo- and Paatsjoki (Finnish part)",Teno,-,962.4,34.74167,64.74167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2622,,,,,,,
2623,6972860,KNYAZHEGUBSKOYE GES,1062,RU,32.34,66.77,,25900,KOVDA,Tumcha,Tumcha,-,25902.6,32.34167,66.775,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2623.pickle,24,EFAS,17,2623,,,,,,,,
2624,6972900,PONGOMA,1062,RU,34.41,65.34,,1220,PONGOMA,"Teno-, Naatamo- and Paatsjoki (Finnish part)",Teno,-,1257.6,34.39167,65.34167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2624,,,,,,,
2625,6973200,NAGELMUIZA (STARINI),1062,LV,24.44,56.98,,492,MAZA JUGLA,Ogre,Daugava,-,655.8,24.44167,56.975,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2625,,,,,,,,
2626,6973500,YANKOVO - 1,1062,BY,29.2,55.5,,618,POLOTA,"Zakhodni Dzvina, section Kasplya - Dzisna",Daugava,-,280.8,29.19167,55.50833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2626,,,,,,,
2627,6973700,BELYY,1062,RU,32.93,55.83,,1590,OBSHA,Mezha,Mezha,-,1603.9,32.925,55.84167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2627,,,,,,,,
2628,6973900,RUSAKI,1062,BY,26.8,55.18,,462,MYADELKA,Disna,Daugava,-,462.8,26.79167,55.175,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2628,,,,,,,,
2629,6974010,SANTAKAI,1062,LT,25.97,55.18,,164,VILNIA,"Neris, above Sventoji",Nemunas,-,628.6,25.325,54.675,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,ID_2629.pickle,24,EFAS,17,2629,,,,,,,
2630,6974011,VILNIUS,1062,LT,25.31,54.68,,623,VILNIA,"Neris, above Sventoji",Nemunas,-,632.6,25.30833,54.675,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2630.pickle,24,EFAS,17,2630,,,,,,,
2631,6974020,MIKUZIAI,1062,LT,21.35,55.5,,258,VEIVIRAZAS,Minija,Minija,-,350.7,21.525,55.575,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2631.pickle,24,EFAS,17,2631,,,,,,,,
2632,6974100,KARTENA,1062,LT,21.47,55.92,,1220,MINIJA,Minija,Minija,-,1229.6,21.475,55.925,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2632.pickle,24,EFAS,17,2632,,,,,,,,
2633,6974200,KALVARIJA,1062,LT,23.23,54.4,,444,SESUPE - SHESHUPE,Sheshule,Nemunas,-,468.7,23.225,54.40833,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2633.pickle,24,EFAS,17,2633,,,,,,,,
2634,6974201,KUDIRKOS NAUMIESTIS,1062,LT,22.86,54.77,,3180,SESUPE - SHESHUPE,Sheshule,Nemunas,-,3290.7,22.875,54.775,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2634.pickle,24,EFAS,17,2634,,,,,,,,
2635,6974300,DASIUNAI,1062,LT,23.85,55.16,,5510,NEVEZIS,Nevezis,Nemunas,-,5509.8,23.825,55.175,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2635.pickle,24,EFAS,17,2635,,,,,,,,
2636,6974550,MOLCHAD,1062,BY,25.7,53.31,,211,MOLCHAD,"Neman, above Shchara",Nemunas,-,205.9,25.69167,53.325,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2636,,,,,,,
2637,6974600,STOWBTSY (STOLBTSY),1062,BY,26.74,53.47,,3070,NEMUNAS - NEMAN,"Neman, above Shchara",Nemunas,-,3082,26.74167,53.45833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2637,,,,,,,
2638,6975010,RYBINSKAYA GES,1062,RU,38.72,58.18,,150000,VOLGA,VOLGA,Volga,-,152094.2,38.75833,58.19167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,ID_2638.pickle,24,EFAS,17,2638,,,,,,,,
2639,6975050,YELTSY,1062,RU,33.83,56.66,,9130,VOLGA,"Volga, above Osuga, Sezha and Gzhat",Volga,-,9053.4,33.825,56.65833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2639,,,,,,
2640,6975100,ZHILINO (KOSTOMAROVO),1062,RU,36.08,52.98,,4900,OKA (TRIB. VOLGA),VOLGA,Volga,-,4901.3,36.075,52.975,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2640,,,,,,,,
2641,6975110,MUROM,1062,RU,42.04,55.56,,188000,OKA (TRIB. VOLGA),VOLGA,Volga,-,186950.1,42.075,55.575,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,ID_2641.pickle,24,EFAS,17,2641,,,,,,,,
2642,6975120,BARSUKI,1062,RU,37.49,54.26,,755,MOSKVA,VOLGA,Volga,-,4114.6,37.475,54.25833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2642,,,,,,,,
2643,6975150,SPAS-ZAGORYE,1062,RU,36.59,55.04,,3640,PROTVA,VOLGA,Volga,-,3630.5,36.60833,55.05833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2643,,,,,,,,
2644,6975200,KNYAZHYA,1062,RU,46.04,55.53,,54400,SURA (TRIB. VOLGA),VOLGA,Volga,-,54504.4,46.09167,55.54167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2644,,,,,,,,
2645,6975300,BORTNIKOVO,1062,RU,40.83,57.29,,739,SOLONITSA,VOLGA,Volga,-,192.3,40.825,57.29167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2645,,,,,,,,
2646,6975400,KLOPOVO-GORODISHCHE,1062,RU,41.88,57.46,,339,SHOSHA,VOLGA,Volga,-,189152.6,41.89167,57.44167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2646,,,,,,,,
2647,6975700,VYRYPAYEVKA,1062,RU,48.28,54.25,,3600,SVIYAGA,VOLGA,Volga,-,3672.3,48.29167,54.24167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2647,,,,,,,,
2648,6976100,NABEREZHNYYE CHELNY,1062,RU,52.42,55.75,,370000,KAMA (TRIB. VOLGA),VOLGA,Volga,-,,,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2648,,,,,,,,
2649,6976300,TATARSKAYA DYMSKAYA,1062,RU,52.96,54.35,,520,DYMKA (TRIB. KAMA),VOLGA,Volga,-,,,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2649,,,,,,,,
2650,6976450,UFA,1062,RU,55.99,54.54,,100000,BELAYA (TRIB. KAMA),VOLGA,Volga,-,,,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2650,,,,,,,,
2651,6976500,OSHIB,1062,RU,54.87,59.22,,836,VELVA,VOLGA,Volga,-,,,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2651,,,,,,,,
2652,6976700,STAROUTKINSK,1062,RU,59.33,57.22,,5450,CHUSOVAYA,VOLGA,Volga,-,,,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2652,,,,,,,,
2653,6976800,PETRETSOVO,1062,RU,57.23,61.28,,2830,KOLVA (TRIB. KAMA),NORTHERN DVINA(SEVERNAYA DVINA),Dvina,-,,,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2653,,,,,,,,
2654,6976900,NIZHNE-ITKULOVO,1062,RU,56.31,53.38,,141,SELEUK,VOLGA,Volga,-,,,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2654,,,,,,,,
2655,6977100,VOLGOGRAD POWER PLANT,1062,RU,44.58,48.8,,1360000,VOLGA,VOLGA,Volga,-,771929.1,44.64167,48.79167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2655,,,,,,,,
2656,6977200,SYZRAN,1062,RU,48.47,53.17,,352,KRYMZA,VOLGA,Volga,-,5472.4,48.475,53.125,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,0,,,,EFAS,17,2656,,,,,,,,
2657,6978250,RAZDORSKAYA,1062,RU,40.64,47.54,,378000,DON,Don,Don,-,380711.6,40.64167,47.525,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,ID_2657.pickle,24,EFAS,17,2657,,,,,,,,
2658,6978251,KAZANSKAYA,1062,RU,41.14,49.79,,102000,DON,Don,Don,-,101986,41.14167,49.79167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2658,,,,,,,,
2659,6978300,BOGURAYEV,1062,RU,40.67,48.14,,722,LIKHAYA,Don,Don,-,676.2,40.675,48.14167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2659,,,,,,,,
2660,6978600,CHUTANOVKA,1062,RU,42.74,52.6,,5560,VORONA,Don,Don,-,5588.7,42.74167,52.60833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2660,,,,,,,,
2661,6978650,SHUMILINSKAYA,1062,RU,41.44,49.96,,572,PESKOVATKA,Don,Don,-,663.1,41.44167,49.95833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2661,,,,,,,,
2662,6979200,GROMOVKA,1062,UA,27.3,49.8,,2480,SLUCH,Sluch,Dnieper,-,1391.8,27.29167,49.775,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2662,,,,,,,,
2663,6979250,GORODKOVKA,1062,UA,29,49.91,,312,GUYVA,Teteriv,Dnieper,-,311.3,28.99167,49.90833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2663,,,,,,,,
2664,6979700,USKOSY,1062,RU,32.06,54.14,,2600,SOZHENKA,Sozh,Dnieper,-,2624.2,32.05833,54.14167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2664,,,,,,,,
2665,6979800,SHIRKOVO,1062,RU,35.52,51.41,,530,PRUTISHCHE,Dnieper,Dnieper,-,189.5,35.45833,51.35833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2665,,,,,,,,
2666,6979850,BESEDINA,1062,RU,36.42,51.68,,630,RAT (TRIB. DESNA),Dnieper,Dnieper,-,655.1,36.425,51.69167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2666,,,,,,,,
2667,6980400,KRUPODERENTSY,1062,UA,29.33,49.5,,618,ROS,Rostavista,Dnieper,-,599.6,29.325,49.50833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2667,,,,,,,,
2668,6980410,BARYSHIVKA,1062,UA,31.33,50.36,,1990,TRUBEZH,Trubizh,Dnieper,-,1955.1,31.34167,50.35833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2668,,,,,,,,
2669,6980420,PEREYASLAV-KHMELNYTSKYY,1062,UA,31.46,50.08,,3430,TRUBEZH,Trubizh,Dnieper,-,3832.2,31.45833,50.075,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2669,,,,,,,,
2670,6980500,NOVOGOROZHENOYE,1062,UA,32.35,47.51,,6670,INHUL,Southern Bug,Bug,-,6538.5,32.35833,47.50833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2670,,,,,,,,
2671,6980800,DNEPR POWER PLANT,1062,UA,35.15,47.92,,463000,DNEPR,Dnieper,Dnieper,-,470963.7,35.125,47.925,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2671,,,,,,,,
2672,6980801,KIEV (KYYIV),1062,UA,30.51,50.43,,328000,DNEPR,"Dnepr, Desna - Trubizh",Dnieper,-,335592.9,30.575,50.425,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2672,,,,,,,
2673,6980802,KAKHOVSKOYE VODOKHRANILISHCHE GES,1062,UA,33.18,46.77,,482000,DNEPR,Dnieper,Dnieper,-,489330.6,33.175,46.775,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2673,,,,,,,,
2674,6981500,BALTI (BELTSY),1062,MD,27.92,47.76,,1040,RAUTEL,Reut,Reut,-,1072.2,27.925,47.775,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2674,,,,,,,,
2675,6981800,TIGHINA (BENDERY),1062,MD,29.47,46.83,,66100,DNIESTR,"Dnestr, below Reut",Dnesstr,-,66562.9,29.49167,46.825,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2675,,,,,,,
2676,6982300,BASHTANOVKA,1062,UA,33.9,44.68,,321,KACHA (TRIB. BLACK SEA),Black sea coastal and small river basins,Kacha,-,310.9,33.90833,44.69167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2676,,,,,,,,
2677,6982500,YALTA,1062,UA,34.16,44.5,,49.7,DEREKOY,Black sea coastal and small river basins,Derekoy,-,49.1,34.175,44.50833,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2677,,,,,,,,
2678,6983010,PIONERSKOE,1062,UA,34.2,44.88,,261,SALHYR,Azov Sea coastal areas and small basins,Salhyr,-,207.5,34.20833,44.875,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2678,,,,,,,,
2679,6983200,TOKMAK,1062,UA,35.7,47.25,,760,MOLOCHNA,Azov Sea coastal areas and small basins,Molochna,-,762.2,35.69167,47.25833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2679,,,,,,,,
2680,6983300,NOVOSELOVKA,1062,UA,38.14,48.15,,582,KRYNKA,Azov Sea coastal areas and small basins,Krynka,-,594.1,38.14167,48.15833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2680,,,,,,,,
2681,6983350,TIKHOVSKY,1062,RU,38.22,45.19,,48100,KUBAN,KUBAN,Kuban,-,47680,38.225,45.19167,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2681.pickle,24,EFAS,17,2681,,,,,,,,
2682,6983355,KRASNODAR,1062,RU,38.97,45.03,,45900,KUBAN,KUBAN,Kuban,-,45579.5,38.95833,45.025,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2682,,,,,,,,
2683,6983400,KRYMSK,1062,RU,37.98,44.92,,328,ADAGUM,KUBAN,Kuban,-,336.8,37.99167,44.925,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2683,,,,,,,,
2684,6983500,SEVERSKAYA,1062,RU,38.67,44.85,,201,UBINKA,KUBAN,Kuban,-,188.3,38.675,44.84167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2684,,,,,,,,
2685,6983600,GORYACHIY KLYUCH,1062,RU,39.13,44.63,,765,PSEKOUPS,KUBAN,Kuban,-,773.7,39.125,44.64167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2685,,,,,,,,
2686,6983700,KRASNO-OKTIABRSKIY,1062,RU,40.09,44.3,,765,KURDZHIPS,KUBAN,Kuban,-,699.5,40.09167,44.55833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2686,,,,,,,,
2687,6983750,TEBERDA,1062,RU,41.74,43.44,,504,TEBERDA,KUBAN,Kuban,-,493.2,41.74167,43.44167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2687,,,,,,,,
2688,6983800,IMENI KOSTA KHETAGUROVA,1062,RU,41.91,43.8,,3800,KUBAN,KUBAN,Kuban,-,3837.3,41.90833,43.80833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2688,,,,,,,,
2689,6984100,SVETLOGRAD,1062,RU,42.85,45.33,,4540,KALAUS,,Kalaus,-,4867.2,42.84167,45.34167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2689,,,,,,,,
2690,6984300,ALEKSANDRIYSKAYA,1062,RU,43.34,44.22,,3630,KUMA (TRIB. CASPIAN SEA),,Kuma,-,3531.4,43.34167,44.225,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2690,,,,,,,,
2691,6984500,VLADIKAVKAZ (ORDZHONIKIDZE),1062,RU,44.66,43.03,,1490,TEREK (TERGI),Terek,Terek,-,1534.9,44.65833,43.04167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2691,,,,,,,,
2692,6984700,GUERGUEBIL,1062,RU,46.96,42.38,,1850,KAZIKUMUKHSKOYE KOYSU,Terek,Terek,-,1573,46.95833,42.375,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2692,,,,,,,,
2693,6984800,LUCHEK,1062,RU,47.3,41.61,,481,KARA-SAMUR,Caspian sea coastal catchments and small basins,Kara,-,469.5,47.29167,41.625,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2693,,,,,,,,
2694,6985050,'TAT''YANOVKA',1062,RU,39.4,43.95,,255,PSEZUAPSE,Black sea coastal and small river basins,Psezuapse,-,260.2,39.39167,43.95833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2694,,,,,,,,
2695,6985100,SOLOKHAUL,1062,RU,39.67,43.79,,423,SHAKHE,Black sea coastal and small river basins,Shakhe,-,416.9,39.675,43.80833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2695,,,,,,,,
2696,6985150,PLASTUNKA,1062,RU,39.82,43.68,,238,SOCHI,Black sea coastal and small river basins,Sochi,-,261.1,39.75833,43.675,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2696,,,,,,,,
2697,6985200,JIRKHVA (DZIRKHVA),1062,GE,40.37,43.23,,1410,BZIPI,Black sea coastal and small river basins,Bzipi,-,1495.1,40.375,43.225,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2697,,,,,,,,
2698,6985300,LECHAKHARE,1062,GE,41.89,42.31,,310,KHOBI,Rioni,Rioni,-,270.9,41.94167,42.39167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2698,,,,,,,,
2699,6985350,KHIDMAGHALA,1062,GE,41.79,42.04,,1100,SUPSA,Black sea coastal and small river basins,Supsa,-,1105.4,41.79167,42.04167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2699,,,,,,,,
2700,6985360,KVEMO NATANEBI,1062,GE,41.8,41.92,,469,NATANEBI,Black sea coastal and small river basins,Natanebi,-,509.7,41.79167,41.925,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2700,,,,,,,,
2701,6985400,NAMOKHVANI,1062,GE,42.7,42.42,,3450,RIONI,Rioni,Rioni,-,3466.3,42.70833,42.425,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2701,,,,,,,,
2702,6990050,KAPS,1062,AM,43.71,40.86,,839,AKHURYANI JRAMBAR,KURA,KURA,-,949.4,43.74167,40.85833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2702,,,,,,,,
2703,6990100,KORINTA,1062,GE,44.48,42.18,,461,KSANI,KURA,KURA,-,462.8,44.475,42.19167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2703,,,,,,,,
2704,6990150,ZEMO MLETA (MLETI),1062,GE,44.49,42.43,,107,ARAGVI,KURA,KURA,-,109.1,44.49167,42.44167,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2704,,,,,,,,
2705,6990300,GUGARK (MEGRUT),1062,AM,44.53,40.8,,1070,DEBEDA,KURA,KURA,-,1066.8,44.525,40.80833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2705,,,,,,,,
2706,6990500,ZURNABAD,1062,AZ,46.24,40.5,,332,GANDZHACHAY,KURA,KURA,-,329.9,46.24167,40.50833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2706,,,,,,,,
2707,6990550,EYVAZLI,1062,AZ,46.39,39.43,,2020,VOROTAN,KURA,KURA,-,2025.3,46.39167,39.425,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2707,,,,,,,,
2708,6990700,SURRA,1062,AZ,48.52,40.07,,178000,KURA,KURA,KURA,-,174629.5,48.525,40.05833,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,,,EFAS,17,2708,,,,,,,,
2709,-1663081149,Kresna,1062,BG,23.1555,41.7842,,16885.48,Strimonas,Strimonas,Strimonas,-,6837.3,23.15833,41.79167,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2709.pickle,24,EFAS,17,2709,,,,,,,,
2710,-591960765,Marino Pole,1062,BG,23.3192,41.4169,,10243,STRUMA,Strimonas,Strimonas,-,10273.3,23.325,41.425,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,0,0,,ID_2710.pickle,24,EFAS,17,2710,,,,,,,,
2711,-714101118,Strumeshnitza,1062,BG,23.0194,41.3939,,16885.48,Strumeshnitza,Strimonas,Strimonas,-,1534.7,23.025,41.39167,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2711.pickle,24,EFAS,17,2711,,,,,,,,
2712,1551513020,Bobosheva,1062,BG,23.0005,42.1542,,16885.48,Strimonas,Strimonas,Strimonas,-,4317.7,23.00833,42.15833,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2712.pickle,24,EFAS,17,2712,,,,,,,,
2713,64109,Ribarce,1062,RS,22.533,42.4177,,16885.48,Dragovistica,Strimonas,Strimonas,-,679.7,22.525,42.40833,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,1,1,0,1,24,ID_2713.pickle,24,EFAS,17,2713,,,,,,,,
2714,64111,Ribarce,1062,RS,22.523,42.4161,,16885.48,Dragovistica,Strimonas,Strimonas,-,152.5,22.50833,42.425,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,1,1,0,1,24,ID_2714.pickle,24,EFAS,17,2714,,,,,,,,
2715,64129,Bosiljgrad,1062,RS,22.4686,42.4963,,16885.48,Dragovistica,Strimonas,Strimonas,-,451.1,22.475,42.49167,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,1,1,0,0,,ID_2715.pickle,24,EFAS,17,2715,,,,,,,,
2716,96511623,Dupnitza,1062,BG,23.1203,42.2678,,16885.48,Dzherman,Strimonas,Strimonas,-,396.9,23.125,42.275,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2716.pickle,24,EFAS,17,2716,,,,,,,,
2717,160,Jaromer_labe,1062,CZ,15.9275,50.342778,,13415.17,Metuje,"Elbe, above Vltava",Elbe,-,649.4,15.94167,50.34167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,,,EFAS,17,2717,,,,,,,
2718,370,Tyniste nad Orlic,1062,CZ,16.07,50.148889,,13415.17,Brodec,"Elbe, above Vltava",Elbe,-,1616.5,16.075,50.14167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,,,EFAS,17,2718,,,,,,,
2719,470,Dasice_loucn,1062,CZ,15.908333,50.0375,,13415.17,Loucn,"Elbe, above Vltava",Elbe,-,659.4,15.89167,50.04167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,,,EFAS,17,2719,,,,,,,
2720,590,Nemosice_Chrudim,1062,CZ,15.792778,50.016944,,13415.17,Chrudimka,"Elbe, above Vltava",Elbe,-,871.2,15.79167,50.025,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,,,EFAS,17,2720,,,,,,,
2721,1040,Brandyl nad labem,1062,CZ,14.668611,50.189167,,13415.17,Elbe,"Elbe, above Vltava",Elbe,-,13091.7,14.675,50.19167,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,1,0,1,24,ID_2721.pickle,24,EFAS,17,2721,,,,,,,
