ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude,EC_calib,CAL_TYPE,ModelFile,MdlStep,version__origin__name,version__version,station_id,drainage_area,lon_provided,lat_provided,drainage_area_provided,to_calibrate,valid_for_origin,legend,comments
857,5115,Donja Dubrava,1031,HR,16.81663889,46.30902778,129.7,16770,Drava,Danube,Danube,-,16701.1,16.80833,46.30833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_857.pickle,6,EFAS,17,857,,,,,,,,
858,5008,Botovo,1031,HR,16.93911111,46.24236111,121.55,31038,Drava,Danube,Danube,-,31121.6,16.94167,46.24167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_858.pickle,6,EFAS,17,858,,,,,,,,
859,5098,Novo Virje Skela,1031,HR,17.15275,46.11016667,108.865,31803,Drava,Danube,Danube,-,31892.2,17.15833,46.10833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_859.pickle,6,EFAS,17,859,,,,,,,,
860,5063,Terezino Polje,1031,HR,17.46177778,45.94452778,100.671,33916,Drava,Danube,Danube,-,34237.9,17.45833,45.94167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_860.pickle,6,EFAS,17,860,,,,,,,,
861,5164,Vrbovka,1031,HR,17.71508333,45.82988889,93.21,35029,Drava,Danube,Danube,-,34556.6,17.70833,45.825,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,1,0,0,0,,,,EFAS,17,861,,,,,,,,
862,5056,Podravska Moslavina,1031,HR,17.98122222,45.79052778,90.94,36162,Drava,Danube,Danube,-,35967.2,17.975,45.79167,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,1,0,0,0,,,,EFAS,17,862,,,,,,,,
863,5150,Donji Miholjac C.S.,1031,HR,18.17244444,45.77463889,88.57,37142,Drava,Danube,Danube,-,37862.9,18.175,45.775,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_863.pickle,6,EFAS,17,863,,,,,,,,
864,5005,Belisce,1031,HR,18.4185,45.68847222,83.993,38500,Drava,Danube,Danube,-,38134.1,18.425,45.69167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_864.pickle,6,EFAS,17,864,,,,,,,,
865,5053,Osijek,1031,HR,18.70183333,45.56094444,81.481,39982,Drava,Danube,Danube,-,39926.5,18.70833,45.55833,FALSE,FALSE,FALSE,FALSE,1,0,0,1,0,1,0,0,0,,,,EFAS,17,865,,,,,,,,
866,5170,Batina,1031,HR,18.85494444,45.84730556,80.45,210250,Danube,Danube,Danube,-,210491.5,18.84167,45.85833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_866.pickle,6,EFAS,17,866,,,,,,,,
867,5001,Aljmas,1031,HR,18.95133333,45.53125,78.08,251573,Danube,Danube,Danube,-,252033.5,18.95833,45.54167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_867.pickle,6,EFAS,17,867,,,,,,,,
868,5130,Dalj,1031,HR,18.99502778,45.49102778,75.204,252208,Danube,Danube,Danube,-,252870.1,18.99167,45.49167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_868.pickle,6,EFAS,17,868,,,,,,,,
869,5070,Vukovar,1031,HR,19.00205556,45.35541667,76.188,253147,Danube,Danube,Danube,-,254102.5,19.00833,45.35833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_869.pickle,6,EFAS,17,869,,,,,,,,
870,5224,Ilok most,1031,HR,19.40166667,45.23111111,73.968,253737,Danube,Danube,Danube,-,254717.4,19.375,45.225,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_870.pickle,6,EFAS,17,870,,,,,,,,
876,10032009,Günzburg u. d. Günzmündung,1025,DE,10.285,48.4654,43864,9399.96,Danube,Danube,Danube,-,9407,10.29167,48.45833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_876.pickle,6,EFAS,17,876,,,,,,,,
879,10043708,Neuburg,1025,DE,11.1787,48.7393,37549,19910.1,Danube,Danube,Danube,-,19932.6,11.175,48.74167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,0,0,0,,ID_879.pickle,6,EFAS,17,879,,,,,,,,
882,10056302,Oberndorf,1025,DE,12.0149,48.947,33115,26512.49,Danube,Danube,Danube,C361,26480.2,12.00833,48.94167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_882.pickle,6,EFAS,17,882,,,,,,,,
883,10061007,Regensburg Eiserne Brücke,1025,DE,12.1025,49.0213,32550,32495,Danube,Danube,Danube,-,32543.2,12.10833,49.025,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,0,0,0,0,,ID_883.pickle,6,EFAS,17,883,,,,,,,,
884,10062000,Schwabelweis,1025,DE,12.1387,49.0236,32449,35449.63,Danube,Danube,Danube,-,35432.7,12.125,49.025,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_884.pickle,6,EFAS,17,884,,,,,,,,
885,10074009,Straubing,1025,DE,12.5737,48.8856,31145,37026.36,Danube,Danube,Danube,-,37064.4,12.575,48.89167,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,885,,,,,,,,
886,10078000,Pfelling,1025,DE,12.7472,48.8798,30816,37757.18,Danube,Danube,Danube,-,37757.4,12.74167,48.875,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_886.pickle,6,EFAS,17,886,,,,,,,,
887,10081004,Deggendorf,1025,DE,12.9606,48.8258,30700,38160.08,Danube,Danube,Danube,-,38172.3,12.95833,48.825,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,887,,,,,,,,
888,10088003,Hofkirchen,1025,DE,13.1152,48.6766,29960,47609.56,Danube,Danube,Danube,-,47583.4,13.10833,48.69167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_888.pickle,6,EFAS,17,888,,,,,,,,
889,10089006,Vilshofen,1025,DE,13.1824,48.6372,29707,47739.06,Danube,Danube,Danube,-,47703.9,13.175,48.64167,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,889,,,,,,,,
890,10091008,Passau,1025,DE,13.4587,48.5763,28646,49716.33,Danube,Danube,Danube,-,49688.3,13.44167,48.575,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,890,,,,,,,,
891,10092000,Passau Ilzstadt,1025,DE,13.4782,48.5752,28623,76643.21,Danube,Danube,Danube,-,76601.4,13.475,48.575,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_891.pickle,6,EFAS,17,891,,,,,,,,
892,11405000,Wiblingen,1025,DE,9.9874,48.3708,46824,2040.21,Iller,Danube,Danube,C053,2173,9.99167,48.375,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,2,6,ID_892.pickle,6,EFAS,17,892,,,,,,,,
893,12003001,Landsberg,1025,DE,10.8751,48.0415,58228,2286.94,Lech,Danube,Danube,-,2307.7,10.875,48.04167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_893.pickle,6,EFAS,17,893,,,,,,,,
894,12003500,Haunstetten,1025,DE,10.9457,48.3163,49156,2348.75,Lech,Danube,Danube,-,2579,10.94167,48.30833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_894.pickle,6,EFAS,17,894,,,,,,,,
895,12006000,Augsburg u. d. Wertachmündung,1025,DE,10.888,48.4081,45678,3802.87,Lech,Danube,Danube,C047,4002.9,10.89167,48.40833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_895.pickle,6,EFAS,17,895,,,,,,,,
900,14008006,Heitzenhofen,1025,DE,11.9363,49.1183,33364,5431.64,Naab,Danube,Danube,C443,5418,11.94167,49.125,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_900.pickle,6,EFAS,17,900,,,,,,,,
902,15207008,Nittenau,1025,DE,12.2749,49.1997,34352,2527.5,Regen,Danube,Danube,-,2553.6,12.275,49.20833,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,902,,,,,,,,
903,15207507,Marienthal,1025,DE,12.1756,49.223,33700,2590.4,Regen,Danube,Danube,-,2605.3,12.175,49.225,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_903.pickle,6,EFAS,17,903,,,,,,,,
904,16005701,München,1025,DE,11.5969,48.1455,50036,2814,Isar,Danube,Danube,-,2878.2,11.59167,48.14167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_904.pickle,6,EFAS,17,904,,,,,,,,
905,16006500,Freising,1025,DE,11.7522,48.3982,43964,3037.65,Isar,Danube,Danube,-,3176.1,11.74167,48.39167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_905.pickle,6,EFAS,17,905,,,,,,,,
906,16007004,Landshut Birket,1025,DE,12.1332,48.5275,38865,7915.42,Isar,Danube,Danube,-,7971.1,12.125,48.525,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_906.pickle,6,EFAS,17,906,,,,,,,,
912,18004506,Mühldorf,1025,DE,12.5287,48.239,37123,12409.28,Inn,Danube,Danube,-,12413.3,12.525,48.24167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_912.pickle,6,EFAS,17,912,,,,,,,,
913,18009000,Passau,1025,DE,13.4656,48.5734,28919,26071.79,Inn,Danube,Danube,-,26039.8,13.44167,48.54167,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,913,,,,,,,,
914,18408200,Burgkirchen,1025,DE,12.7311,48.1716,39690,2221.95,Alz,Danube,Danube,-,2265.5,12.74167,48.175,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_914.pickle,6,EFAS,17,914,,,,,,,,
919,24012203,Trunstadt,1025,DE,10.7551,49.9295,22340,11984.97,Main,Rhine,Rhine,-,12011,10.75833,49.94167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_919.pickle,6,EFAS,17,919,,,,,,,,
920,24022003,Schweinfurt Neuer Hafen,1025,DE,10.2208,50.0312,20116,12689.93,Main,Rhine,Rhine,-,12725.9,10.20833,50.025,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_920.pickle,6,EFAS,17,920,,,,,,,,
921,24042000,Würzburg,1025,DE,9.9258,49.7961,16445,13995.76,Main,Rhine,Rhine,-,14114,9.925,49.80833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_921.pickle,6,EFAS,17,921,,,,,,,,
922,24050009,Steinbach,1025,DE,9.6037,50.01,14633,17878.46,Main,Rhine,Rhine,-,17936.4,9.59167,50.00833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_922.pickle,6,EFAS,17,922,,,,,,,,
923,24060002,Faulbach,1025,DE,9.4386,49.785,12828,20703.2,Main,Rhine,Rhine,-,20731.6,9.44167,49.79167,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,923,,,,,,,,
924,24064003,Kleinheubach,1025,DE,9.2246,49.7164,11962,21491.16,Main,Rhine,Rhine,-,21539.5,9.225,49.725,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_924.pickle,6,EFAS,17,924,,,,,,,,
925,24070006,Obernau,1025,DE,9.121,49.9372,10780,22289.25,Main,Rhine,Rhine,-,22347,9.125,49.94167,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,925,,,,,,,,
926,24080000,Krotzenburg,1025,DE,8.9535,50.0797,9813,23374,Main,Rhine,Rhine,-,23407.1,8.95833,50.075,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,0,0,0,0,,,,EFAS,17,926,,,,,,,,
928,24208806,Pettstadt,1025,DE,10.9489,49.8328,23708,6991,Regnitz,Rhine,Rhine,-,6994.6,10.94167,49.825,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_928.pickle,6,EFAS,17,928,,,,,,,,
930,26900510,Alken,1004,DE,7.44563329,50.25087219,70.5,27960,Moselle,Rhine,Rhine,-,27975.6,7.44167,50.25833,TRUE,TRUE,TRUE,FALSE,0,1,1,1,1,1,1,0,0,,ID_930.pickle,6,EFAS,17,930,,,,,,,,
931,23800500,Lauffen,1004,DE,9.159831,49.072307,159.41,7916,Neckar,Rhine,Rhine,C209,7876.4,9.175,49.05833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_931.pickle,6,EFAS,17,931,,,,,,,,
932,23800745,Ziegelhausen AMS,1004,DE,8.76189138,49.41649839,105.87,13783,Neckar,Rhine,Rhine,-,13764.6,8.75833,49.425,TRUE,TRUE,TRUE,FALSE,0,1,1,1,1,1,1,0,0,,ID_932.pickle,6,EFAS,17,932,,,,,,,,
933,23800690,Rockenau SKA,1004,DE,9.005064,49.43823,119.74,1271,Neckar,Rhine,Rhine,C341,12676.9,9.00833,49.44167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_933.pickle,6,EFAS,17,933,,,,,,,,
934,2770000000000,Hattingen,1004,DE,7.16098434,51.39974233,60.37,4117.94,Ruhr,Rhine,Rhine,-,4150.3,7.15833,51.39167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_934.pickle,6,EFAS,17,934,,,,,,,,
935,576401,Adorf 1,1007,DE,12.25815306,50.32942247,436.1,170.36,White Elster,Elbe,Elbe,-,174,12.25833,50.325,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_935.pickle,6,EFAS,17,935,,,,,,,,
936,583200,Boxberg,1007,DE,14.57466211,51.40554051,118.94,639,Black Schops,Elbe,Elbe,-,662.1,14.575,51.40833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_936.pickle,6,EFAS,17,936,,,,,,,,
937,551201,Cotta,1007,DE,13.69234206,51.05365546,112.03,373.94,United Weisseritz,Elbe,Elbe,-,382.7,13.70833,51.04167,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1,0,0,0,0,,ID_937.pickle,6,EFAS,17,937,,,,,,,,
938,550940,Dohna,1007,DE,13.85369096,50.95386004,136.2,198.66,Muglitz,Elbe,Elbe,-,211.2,13.85833,50.95833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_938.pickle,6,EFAS,17,938,,,,,,,,
939,554520,Großdittmannsdorf,1007,DE,13.7729489,51.19835667,148.02,300,Great Roder,Elbe,Elbe,-,294.1,13.775,51.19167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_939.pickle,6,EFAS,17,939,,,,,,,,
940,566085,Leisnig,1007,DE,12.94864771,51.15929988,143.66,2877.56,Freiberger Mulde,Elbe,Elbe,-,2885.4,12.94167,51.15833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_940.pickle,6,EFAS,17,940,,,,,,,,
941,582060,Lieske,1007,DE,14.53030369,51.33058723,129.51,775,Spree,Elbe,Elbe,-,778.8,14.525,51.325,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_941.pickle,6,EFAS,17,941,,,,,,,,
942,552210,Merzdorf,1007,DE,13.25292469,51.31498499,96.54,211,Dollnitz,Elbe,Elbe,-,207.1,13.25833,51.30833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_942.pickle,6,EFAS,17,942,,,,,,,,
943,577220,Mylau,1007,DE,12.27223596,50.61093244,306.69,155,Goltzsch,Elbe,Elbe,-,159.9,12.275,50.60833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_943.pickle,6,EFAS,17,943,,,,,,,,
944,550190,Porschdorf 1,1007,DE,14.13403965,50.94191048,126.96,267,Lachsbach,Elbe,Elbe,-,282,14.14167,50.94167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_944.pickle,6,EFAS,17,944,,,,,,,,
945,660100,Zittau 1,1007,DE,14.83667474,50.89651972,225.55,686,Lusatian Neisse,Oder,Oder,-,713.8,14.84167,50.89167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_945.pickle,6,EFAS,17,945,,,,,,,,
946,12610111,Diest Ringbrug,1022,BE,5.041367156,50.99126776,,1950,Demer,Scheldt,Scheldt,-,1967.1,5.025,50.99167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,,,,EFAS,17,946,,,,,,,,
947,19310111,Lot,1022,BE,4.279647203,50.76574636,,659.24,Zenne,Scheldt,Scheldt,-,673.5,4.25833,50.75833,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,,,,EFAS,17,947,,,,,,,,
948,26880131,Overboelare,1022,BE,3.867334464,50.7620119,,785,Dender,Scheldt,Scheldt,-,799.9,3.85833,50.75833,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,,,,EFAS,17,948,,,,,,,,
949,32580131,Bossuit -HIC,1022,BE,3.402525271,50.74119172,,5227,Scheldt,Scheldt,Scheldt,-,5342.9,3.425,50.74167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,,,,EFAS,17,949,,,,,,,,
950,38680131,Menen-HIC,1022,BE,3.126709386,50.79119667,,2986.2,Leie,Scheldt,Scheldt,-,2868.7,3.10833,50.79167,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,,,,EFAS,17,950,,,,,,,,
951,578110,Leipzig-Thekla,1007,DE,12.4355596,51.38154924,109.84,315,Parthe,Elbe,Elbe,-,312.5,12.44167,51.375,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_951.pickle,6,EFAS,17,951,,,,,,,,
952,5522,Sorbolo,1016,IT,10.454047,44.843971,34,,Enza,Po,Po,-,714,10.45833,44.84167,FALSE,FALSE,TRUE,TRUE,1,0,1,1,1,1,1,0,1,6,ID_952.pickle,6,EFAS,17,952,,,,,,,,
953,SINT,St. Pieter Noord,1008,NL,5.697333333,50.83030556,46,21100,Meuse,Meuse,Meuse,-,21298.3,5.69167,50.825,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_953.pickle,6,EFAS,17,953,,,,,,,,
954,058R03,Embalse de Benínar,1030,ES,-3.030587,36.91996,399,460,Lucainena,Adra,Adra,-,474.7,-3.025,36.925,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_954.pickle,6,EFAS,17,954,,,,,,,,
955,A44,Aguascebas_G,1030,ES,-3.019751,38.074391,487,109,Arroyo de las Aguascebas Grande,Guadalquivir,Guadalquivir,-,110.9,-3.00833,38.075,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_955.pickle,6,EFAS,17,955,,,,,,,,
956,046R01,Aljaima,1030,ES,-4.665221,36.727673,40,2547,Guadalhorce,Guadalhorce,Guadalhorce,-,2738.1,-4.65833,36.725,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_956.pickle,6,EFAS,17,956,,,,,,,,
957,085R02,Cantoria,1030,ES,-2.170965,37.346767,354,1100,Almanzora,Almanzora,Almanzora,-,1114.4,-2.15833,37.34167,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,1,0,0,0,,,,EFAS,17,957,,,,,,,,
958,086R02,Serón,1030,ES,-2.518309,37.350451,769,244,Almanzora,Almanzora,Almanzora,-,237.8,-2.54167,37.34167,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,1,0,0,0,,,,EFAS,17,958,,,,,,,,
959,086R03,Almz_Seron_MI,1030,ES,-2.518309,37.350451,769,244,Almanzora,Almanzora,Almanzora,-,243.2,-2.525,37.34167,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,1,0,0,0,,,,EFAS,17,959,,,,,,,,
960,090R03,Terque (Andarax),1030,ES,-2.589002,36.980968,278,504,Andarax,Andarax,Andarax,-,510.4,-2.60833,36.99167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_960.pickle,6,EFAS,17,960,,,,,,,,
961,103R03,Azud de las Buitreras,1030,ES,-5.336959,36.580227,343,482,Guadiaro,Guadiaro,Guadiaro,-,454.4,-5.325,36.59167,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,1,0,0,0,,,,EFAS,17,961,,,,,,,,
962,034R03,Azud de Paredones,1030,ES,-4.717174,36.860232,130,1825,Guadalhorce,Guadalhorce,Guadalhorce,-,2014.2,-4.70833,36.85833,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_962.pickle,6,EFAS,17,962,,,,,,,,
963,052R02,Azud de Vélez,1030,ES,-3.52291,36.827401,112,1057,Guadalfeo,Guadalfeo,Guadalfeo,-,1112,-3.525,36.825,FALSE,FALSE,FALSE,FALSE,1,0,1,1,0,1,0,0,0,,,,EFAS,17,963,,,,,,,,
964,054R14,Azud del Vínculo,1030,ES,-3.545791,36.782487,72,1188,Guadalfeo,Guadalfeo,Guadalfeo,-,1235.7,-3.54167,36.775,FALSE,FALSE,FALSE,FALSE,1,0,0,1,0,0,0,0,0,,,,EFAS,17,964,,,,,,,,
965,043R02,Salto del Negro,1030,ES,-4.204654,36.847034,146,182,Benamargosa,Velez,Velez,-,184.1,-4.20833,36.85833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_965.pickle,6,EFAS,17,965,,,,,,,,
966,A16,Cabra_Santa,1030,ES,-4.757841,37.498122,200,441,Cabra,Guadalquivir,Guadalquivir,-,449.8,-4.75833,37.49167,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_966.pickle,6,EFAS,17,966,,,,,,,,
967,A30,Casariche_G,1030,ES,-4.762001,37.295152,283,164,Yeguas,Guadalquivir,Guadalquivir,-,210.7,-4.75833,37.29167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_967.pickle,6,EFAS,17,967,,,,,,,,
968,A18,Corbones_Ca,1030,ES,-5.606802,37.563713,35,1377,Corbones,Guadalquivir,Guadalquivir,C495,1761.1,-5.60833,37.55833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_968.pickle,6,EFAS,17,968,,,,,,,,
969,A24,Llano de Vela,1030,ES,-2.943061,38.317616,489,1240,Guadalmena,Guadalquivir,Guadalquivir,C499,1247.2,-2.94167,38.325,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_969.pickle,6,EFAS,17,969,,,,,,,,
970,013R02,Jubrique,1030,ES,-5.246434,36.567127,252,161,Genal,Guadiaro,Guadiaro,-,162.7,-5.24167,36.575,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_970.pickle,6,EFAS,17,970,,,,,,,,
971,A23,Genil_Canales_G,1030,ES,-3.492912,37.162625,783,178,Genil,Guadalquivir,Guadalquivir,-,194.5,-3.49167,37.15833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_971.pickle,6,EFAS,17,971,,,,,,,,
972,A17,Genil_Ecija,1030,ES,-5.077749,37.558053,104,8028,Genil,Guadalquivir,Guadalquivir,C494,7982.8,-5.075,37.55833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_972.pickle,6,EFAS,17,972,,,,,,,,
973,A15,Genil_Loja,1030,ES,-4.166639,37.175136,443,4220,Genil,Guadalquivir,Guadalquivir,C493,4073.9,-4.15833,37.175,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_973.pickle,6,EFAS,17,973,,,,,,,,
974,038R02,Cartama,1030,ES,-4.613625,36.729351,28,2651,Guadalhorce,Guadalhorce,Guadalhorce,-,2842.8,-4.60833,36.725,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1,1,0,0,0,,,,EFAS,17,974,,,,,,,,
975,A06,Glimar_Lina,1030,ES,-3.636667,38.016432,256,5131,Guadalimar,Guadalquivir,Guadalquivir,-,5154.5,-3.625,38.025,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_975.pickle,6,EFAS,17,975,,,,,,,,
976,A14,Guadajoz_Va,1030,ES,-4.804498,37.820362,94,2420,Guadajoz,Guadalquivir,Guadalquivir,-,2428.2,-4.80833,37.825,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_976.pickle,6,EFAS,17,976,,,,,,,,
977,A07,Guadalb_Men,1030,ES,-3.78081,37.974215,240,1111,Guadalbullon,Guadalquivir,Guadalquivir,-,1119.9,-3.775,37.95833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_977.pickle,6,EFAS,17,977,,,,,,,,
978,A08,Guadalq_Men,1030,ES,-3.79918,37.98415,240,16166,Guadalquivir,Guadalquivir,Guadalquivir,-,16203.4,-3.79167,37.99167,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_978.pickle,6,EFAS,17,978,,,,,,,,
979,A22,Guadiamar,1030,ES,-6.259868,37.302926,21,960,Guadiamar,Guadalquivir,Guadalquivir,C496,863.8,-6.25833,37.30833,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_979.pickle,6,EFAS,17,979,,,,,,,,
980,011R02,San Pablo de Bujaceite,1030,ES,-5.40676,36.469895,47,634,Guadiaro,Guadiaro,Guadiaro,-,608.9,-5.40833,36.475,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_980.pickle,6,EFAS,17,980,,,,,,,,
981,A09,Guadiel_Men,1030,ES,-3.777835,38.031113,250,341,Guadiel,Guadalquivir,Guadalquivir,-,346,-3.775,38.025,TRUE,TRUE,TRUE,FALSE,1,1,1,1,1,1,1,0,0,,ID_981.pickle,6,EFAS,17,981,,,,,,,,
982,A01,Guadix,1030,ES,-3.143015,37.319261,880,492,Guadix,Guadalquivir,Guadalquivir,-,550,-3.14167,37.325,FALSE,FALSE,TRUE,FALSE,1,0,1,1,1,1,1,0,0,,,,EFAS,17,982,,,,,,,,
983,009R02,Jimena,1030,ES,-5.452256,36.427402,37,245,Hozgarganta,Guadiaro,Guadiaro,-,231.9,-5.44167,36.425,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,0,1,6,ID_983.pickle,6,EFAS,17,983,,,,,,,,
